Card Name,Condition,Printing,Set,Box Name
Croconaw,Near Mint,Normal,SM35: Shining Legends,Pokeball GO! Water Types!
Clamperl,Near Mint,Normal,SM7: Celestial Storm,Pokeball GO! Water Types!
Drizzile,Near Mint,Normal,SWSH1: Sword & Shield,Pokeball GO! Water Types!
Froakie,Near Mint,Normal,SM6: Forbidden Light,Pokeball GO! Water Types!
Arrokuda,Near Mint,Holofoil,SWSHP: SWSH Black Star Promos,Pokeball GO! Water Types!
Barraskewda,Near Mint,Normal,SWSH4: Vivid Voltage,Pokeball GO! Water Types!
Popplio,Near Mint,Normal,SM8: Lost Thunder,Pokeball GO! Water Types!
Seel,Near Mint,Normal,SV3PT5: 151,Pokeball GO! Water Types!
Hisuian Basculin,Near Mint,Reverse Holofoil,SWSH11: Lost Origin,Pokeball GO! Water Types!
Seadra,Near Mint,Normal,SWSH5: Battle Styles,Pokeball GO! Water Types!
Chewtle,Near Mint,Normal,SWSH1: Sword & Shield,Pokeball GO! Water Types!
Krabby,Near Mint,Normal,SWSH1: Sword & Shield,Pokeball GO! Water Types!
Horsea,Near Mint,Normal,SWSH45: Shining Fates,Pokeball GO! Water Types!
Finizen,Near Mint,Reverse Holofoil,SV5: Temporal Forces,Pokeball GO! Water Types!
Tympole,Near Mint,Reverse Holofoil,SV3: Obsidian Flames,Pokeball GO! Water Types!
Alomomola,Near Mint,Reverse Holofoil,SV1: Scarlet & Violet,Pokeball GO! Water Types!
Wailmer,Near Mint,Normal,SWSH4: Vivid Voltage,Pokeball GO! Water Types!
Finneon,Near Mint,Normal,SWSH11: Lost Origin,Pokeball GO! Water Types!
Panpour,Near Mint,Normal,SWSH3: Darkness Ablaze,Pokeball GO! Water Types!
Luvdisc,Near Mint,Normal,SV2: Paldea Evolved,Pokeball GO! Water Types!
Goldeen,Near Mint,Normal,SV3PT5: 151,Pokeball GO! Water Types!
Snorlax,Near Mint,1st Edition Holofoil,BASE2: Jungle,"I Choose You, Snorlax!"
Eevee & Snorlax-GX,Near Mint,Holofoil,SM9: Team Up,"I Choose You, Snorlax!"
Snorlax,Near Mint,Holofoil,SWSH6: Chilling Reign,"I Choose You, Snorlax!"
151 Elite Trainer Box!,Sealed,Elite Trainer Box,151,"I Choose You, Snorlax!"
Snorlax δ,Near Mint,Holofoil,EX15: Dragon Frontiers,"I Choose You, Snorlax!"
Snorlax,Near Mint,Holofoil,SV4PT5: Paldean Fates,"I Choose You, Snorlax!"
Snorlax VMAX,Near Mint,Holofoil,SWSH1: Sword & Shield,"I Choose You, Snorlax!"
Snorlax V,Near Mint,Holofoil,SWSH1: Sword & Shield,"I Choose You, Snorlax!"
Snorlax,Near Mint,Holofoil,SWSH11TG: Lost Origin Trainer Gallery,"I Choose You, Snorlax!"
Snorlax,Near Mint,Holofoil,SVP: Scarlet & Violet Black Star Promos,"I Choose You, Snorlax!"
Snorlax,Near Mint,Holofoil,SWSHP: SWSH Black Star Promos,"I Choose You, Snorlax!"
Snorlax,Near Mint,Normal,SWSH12PT5: Crown Zenith,"I Choose You, Snorlax!"
Snorlax,Near Mint,Normal,SWSH8: Fusion Strike,"I Choose You, Snorlax!"
Snorlax,Near Mint,Normal,SV3PT5: 151,"I Choose You, Snorlax!"
Wiglett,Near Mint,Holofoil,SV1: Scarlet & Violet,"I Choose You, Danglers!"
Cherubi,Near Mint,Normal,DP1: Diamond & Pearl,"I Choose You, Danglers!"
Cherrim,Near Mint,Normal,HGSS2: HS—Unleashed,"I Choose You, Danglers!"
Cherrim,Near Mint,Holofoil,SWSH5: Battle Styles,"I Choose You, Danglers!"
Bellsprout,Near Mint,Normal,SM2: Guardians Rising,"I Choose You, Danglers!"
Victreebel,Near Mint,Normal,SWSH5: Battle Styles,"I Choose You, Danglers!"
Weepinbell,Near Mint,Normal,SWSH5: Battle Styles,"I Choose You, Danglers!"
Cherubi,Near Mint,Normal,DP7: Stormfront,"I Choose You, Danglers!"
Diglett,Near Mint,Normal,XY1: XY,"I Choose You, Danglers!"
Dugtrio,Near Mint,Normal,G1: Generations,"I Choose You, Danglers!"
Wugtrio,Near Mint,Normal,SV4: Paradox Rift,"I Choose You, Danglers!"
Wiglett,Near Mint,Normal,SV1: Scarlet & Violet,"I Choose You, Danglers!"
Cherubi,Near Mint,Normal,SWSH5: Battle Styles,"I Choose You, Danglers!"
Charizard (1st Edition Shadowless),Lightly Played+,Holofoil,BASE1: Base,Charizard's Spicy Soup
Charizard,Lightly Played+,Holofoil,ECARD3: Skyridge,Charizard's Spicy Soup
Charizard ★ δ,Lightly Played+,Holofoil,EX15: Dragon Frontiers,Charizard's Spicy Soup
Charizard ex,Lightly Played+,Holofoil,EX6: FireRed & LeafGreen,Charizard's Spicy Soup
Charizard,Lightly Played+,Holofoil,ECARD1: Expedition Base Set,Charizard's Spicy Soup
Charizard,Lightly Played+,Holofoil,BW8: Plasma Storm,Charizard's Spicy Soup
Spicy Seasoned Curry,Near Mint,Normal,SWSH10: Astral Radiance,Charizard's Spicy Soup
Base Set Booster Pack!,Sealed,Unlimited Booster,Base Set,Celadon City Soup!
Gym Challenge Booster Pack!,Sealed,Unlimited Booster,Gym Challenge,Celadon City Soup!
Team Rocket Booster Pack!,Sealed,Unlimited Booster,Team Rocket,Celadon City Soup!
Base Set 2 Booster Pack!,Sealed,Unlimited Booster,Base Set 2,Celadon City Soup!
Gym Heroes Booster Pack!,Sealed,Unlimited Booster,Gym Heroes,Celadon City Soup!
Jungle Booster Pack!,Sealed,Unlimited Booster,Jungle,Celadon City Soup!
Fossil Booster Pack!,Sealed,Unlimited Booster,Fossil,Celadon City Soup!
Spicy Seasoned Curry,Near Mint,Normal,SWSH10: Astral Radiance,Celadon City Soup!
Politoed,Near Mint,1st Edition Holofoil,NEO2: Neo Discovery,"I Can Haz Battle, Meow?"
Sandaconda V,Near Mint,Holofoil,SWSH8: Fusion Strike,"I Can Haz Battle, Meow?"
Garbodor,Near Mint,Holofoil,SV4: Paradox Rift,"I Can Haz Battle, Meow?"
Shiinotic,Near Mint,Reverse Holofoil,SM3: Burning Shadows,"I Can Haz Battle, Meow?"
Noivern V,Near Mint,Holofoil,SWSHP: SWSH Black Star Promos,"I Can Haz Battle, Meow?"
Galarian Stunfisk V,Near Mint,Holofoil,SWSH3: Darkness Ablaze,"I Can Haz Battle, Meow?"
Conkeldurr V,Near Mint,Holofoil,PGO: Pokémon GO,"I Can Haz Battle, Meow?"
Cofagrigus ex,Near Mint,Holofoil,SV4: Paradox Rift,"I Can Haz Battle, Meow?"
Goomy,Near Mint,Normal,SM2: Guardians Rising,"I Can Haz Battle, Meow?"
Dunsparce,Near Mint,Reverse Holofoil,SV5: Temporal Forces,"I Can Haz Battle, Meow?"
Impidimp,Near Mint,Normal,SWSH2: Rebel Clash,"I Can Haz Battle, Meow?"
Vanilluxe,Near Mint,Reverse Holofoil,SV4: Paradox Rift,"I Can Haz Battle, Meow?"
Wobbuffet,Near Mint,Reverse Holofoil,SWSH7: Evolving Skies,"I Can Haz Battle, Meow?"
Slurpuff,Near Mint,Normal,SWSH6: Chilling Reign,"I Can Haz Battle, Meow?"
Trubbish,Near Mint,Reverse Holofoil,SV4: Paradox Rift,"I Can Haz Battle, Meow?"
Gothitelle,Near Mint,Normal,SV2: Paldea Evolved,"I Can Haz Battle, Meow?"
Cloyster,Near Mint,Normal,SM1: Sun & Moon,"I Can Haz Battle, Meow?"
Delibird,Near Mint,Normal,SWSH6: Chilling Reign,"I Can Haz Battle, Meow?"
Nosepass,Near Mint,Normal,XY11: Steam Siege,"I Can Haz Battle, Meow?"
Wormadam,Near Mint,Normal,SWSH9: Brilliant Stars,"I Can Haz Battle, Meow?"
Psyduck,Near Mint,Normal,SWSH7: Evolving Skies,"I Can Haz Battle, Meow?"
Paldean Wooper,Near Mint,Normal,SV2: Paldea Evolved,"I Can Haz Battle, Meow?"
Corsola,Near Mint,Normal,SM1: Sun & Moon,"I Can Haz Battle, Meow?"
Lickitung,Near Mint,Normal,SWSH11: Lost Origin,"I Can Haz Battle, Meow?"
Hoppip,Near Mint,Normal,SWSH7: Evolving Skies,"I Can Haz Battle, Meow?"
Spoink,Near Mint,Normal,SV3: Obsidian Flames,"I Can Haz Battle, Meow?"
Zigzagoon,Near Mint,Normal,SV3: Obsidian Flames,"I Can Haz Battle, Meow?"
Loudred,Near Mint,Normal,SV4: Paradox Rift,"I Can Haz Battle, Meow?"
Scraggy,Near Mint,Normal,SWSH35: Champion's Path,"I Can Haz Battle, Meow?"
Bidoof,Near Mint,Normal,SWSH9: Brilliant Stars,"I Can Haz Battle, Meow?"
Diglett,Near Mint,Normal,SV3: Obsidian Flames,"I Can Haz Battle, Meow?"
Shuckle,Near Mint,Normal,SWSH4: Vivid Voltage,"I Can Haz Battle, Meow?"
Tangela,Near Mint,Normal,SWSH12PT5: Crown Zenith,"I Can Haz Battle, Meow?"
Jynx,Near Mint,Normal,SWSH8: Fusion Strike,"I Can Haz Battle, Meow?"
Shroomish,Near Mint,Normal,SWSH9: Brilliant Stars,"I Can Haz Battle, Meow?"
Phanpy,Near Mint,Normal,SWSH12: Silver Tempest,"I Can Haz Battle, Meow?"
Woobat,Near Mint,Normal,SV4PT5: Paldean Fates,"I Can Haz Battle, Meow?"
Stunky,Near Mint,Normal,SWSH2: Rebel Clash,"I Can Haz Battle, Meow?"
Combee,Near Mint,Normal,SV2: Paldea Evolved,"I Can Haz Battle, Meow?"
Seedot,Near Mint,Normal,SWSH7: Evolving Skies,"I Can Haz Battle, Meow?"
Galarian Mr. Mime,Near Mint,Normal,SWSH12PT5: Crown Zenith,"I Can Haz Battle, Meow?"
Wiglett,Near Mint,Normal,SV4: Paradox Rift,"I Can Haz Battle, Meow?"
